,Start,End,Speaker,Text
911,0:38:30,0:38:32,BUFFETT," And, you know,  we did invent for a very,  very good reason they had a bomb in World War II.  And it was enormously important that we did so.  But this is good for the next 200 years of the world.  The ability to do so has been unleashed.  We didn't have any choice.  But when you start something,  well Einstein said after that a bomb,  he said, this has changed everything in the world except how men think. And I  would say, the same thing may not not the same thing.  I don't mean that,  but I mean, with with AI,  it  can change everything in the world except.  Oh, men think it behave."
912,0:39:30,0:39:41,SPEAKER 3, Joining us now is noted tech investor Ann Windblad.  She's co-founder and managing partner of Hummer Wind by Venture Partners.  And it's great to see you.  Thanks so much.  Thanks for stopping by here.
913,0:39:41,0:39:41,BUFFETT," Um, "
914,0:00:00,0:00:04,BUFFETT," I've been getting reports,  we're breaking all kinds of records,  and we're going to start  off with question number 26,  which goes to station 2."
915,0:00:21,0:00:40,SPEAKER 1," Hi,  Warren and Chalice.  My name is James,  from Leisure.  Given the reason, challenged,  faced by the major US bank,  what is your overall  outlook on the banking industry?  How do you assess the risks and the opportunity in this section?  Well,  anticipating a few questions on banks,  I decided we should start using bank language here.  I'll describe to you.  And Charlie."
916,0:00:57,0:01:16,BUFFETT," The situation in banking is,  is very similar to what it's always been in banking, that fear is contagious, always. And historically,  sometimes the fear was justified.  And sometimes it wasn't my dad lost his job in 1931 because of a bank run. And they had a bank run on state banks. And they had the online loan on national banks that were in the national bank and they didn't ever run on the national banks.  And of course, they both faced the same problem.  So it used to be that if you saw people lining up at a bank,  the proper response was to get into the line.  And you'd always leave it. And the story is that Sydney Wyberke of Goldman Sachs during one of the great bank runs, I get 90% of the bank runs."
917,0:02:15,0:02:16,SPEAKER 3," In 1907 or thereabouts,  how do jobs are run or Goldman Sachs and asked if it was if he could take the week off. And it was said sure not much is going on anyway.  So he got in line that whether it was a liquor barker truster or wherever. And as he got toward the front of the line, he sold his place in line to somebody.  He didn't have an account of the bank,  but that was an asset.  And the banking system, the banking system has changed so much over the years.  And we did something enormously sensible in my view.  When we set up the FDIC,  as many as 2000 banks have failed in one year back after World War I."
918,0:03:02,0:03:06,SPEAKER 2," I mean, bank runs were just part of the picture.  And if you have people that are worried about whether their money is safe in the bank and all fine would rise,  you can't run on the economy very well."
919,0:03:14,0:03:15,SPEAKER 1," So, that's what I do. "
920,0:03:15,0:03:18,SPEAKER 3, The FDIC was very logical.  It's got changed over the years some.
921,0:03:19,0:03:42,BUFFETT," But here we are in,  you know, 2023.  And we actually see the FDIC pay off 100 cents on the dollar to everybody or make it available on all the men in the puzzles.  And yet you still have people very worried about  their, the periodic, the money. And it's been very, very quickly geographically, all kinds of crazy ways. And that just shouldn't happen."
922,0:03:51,0:03:51,SPEAKER 2," So,  the message has been very poor.  It's been poor by the politicians who sometimes have an interest in having it poor.  It's been poor by the agencies.  And I'd say it's been poor by the press.  I mean, you shouldn't have so many people that misunderstand the fact that although there may be a debt ceiling, you know, you know, you have to be able to get the money."
923,0:04:14,0:04:15,BUFFETT, There may be a debt ceiling.
924,0:04:16,0:04:17,SPEAKER 2, It's going to get changed.
925,0:04:18,0:04:19,SPEAKER 5, Although there's a $250
926,0:04:19,0:04:49,SPEAKER 2,",000 limit on FDIC,  the FDIC and the US government and American public have no interest in having a  bank fail and have deposits actually lost by people.  We had a demonstration project the weekend of Silicon Valley Bank and the public is still confused.  So, it's really interesting.  It's something to have a law that was passed in 19th,  or a law that became effective in 1934,  or modified in some way.  Not understood about something as important as the banking system. "
927,0:04:57,0:04:59,SPEAKER 3," I don't think the American public is that dumb.  And I just, well, I made that offer over in Tokyo incidentally that I haven't heard from anybody that wants to take up my million dollar bet on  whether the public will lose money.  And if  they have a demand deposit at a bank, no matter what the size.  So, that's the world we live in.  It means that a lot of magic can turn into a conflagration,  or it can be blown out.  And who knows what will happen?  And we don't have any worry.  We keep our money into cash and trades, you both at Berkshire, because we keep a hundred. 28 billion or whatever was at the end of the quarter. And we want to be there if the banking system temporarily even gets stalled in some way.  It shouldn't.  I don't think it will,  but I think it could.  And I think that the incentives in bank regulation are so messed up.  And so many people have an interest in having a messed up.  It's totally crazy.  I mean, Fannie Mae and Freddie Mac were doing 40 or so percent of the mortgage business in the United States."
928,0:06:22,0:06:23,SPEAKER 1, That is huge.
929,0:06:24,0:06:24,SPEAKER 2, They were regulated.
930,0:06:26,0:06:31,SPEAKER 1," Just those two companies were regulated by some group,  I forget what they called, but they had 150 people that were in charge of just figuring out whether Freddie and Fannie were going to get it.  Right thing, but I could have done it."
931,0:06:42,0:06:43,SPEAKER 2, Charlie could have done it.
932,0:06:44,0:06:48,BUFFETT," I'm not sure they needed an assistant even to do it,  but the incentives were all wrong. And Freddie and Fannie,  which we're doing fine in August,  we're apparently going fine in July and August of 2008,  were put into conservatorship early in September. And the things that followed from that were just incredible."
933,0:07:07,0:07:07,SPEAKER 1," So,  there are second order and third order. And then, we're going to get it."
934,0:07:10,0:07:19,BUFFETT," Third order and fourth order effects that are somewhat unpredictable as to what they will be and the sequence and all that, but things change.  And if people think deposits are sticky anymore, they're just living in a different era.  You know, press a button."
935,0:07:31,0:07:44,SPEAKER 3," You don't have to get in a line and wait for days and have the teller counting out the money slowly and gold.  So, that you hope the line goes away.  You can have a run in a few seconds. "
936,0:07:45,0:07:45,BUFFETT," So,  the way it hasn't been addressed properly is a problem.  And who knows where it leads.  But you will have to have a punishment for the people that do the wrong thing.  And if you take first Republic, for example,  you could look at their terms.  You could look at their 10k and you could see that they were offering non-government guaranteed mortgages to jumble amounts at fixed rates,  sometimes for 10 years before they changed the floating. And that's a crazy proposition."
937,0:08:31,0:08:33,SPEAKER 2," If it's to the advantage of the bank,  they get it.  They get the guy coming in and says, I'll read for.  Finance at one and a half percent and then one percent.  And if it's, that's the advantage the other way,  the fellow keeps it out of 10 years."
938,0:08:47,0:09:07,SPEAKER 1, You don't give options like that.  But that's what the first Republic was doing.  It was a plain sight.  And the world ignored it until it blew up.  And some of the stock in some of these banks that were held by Insider was a soul.  And who knows?
