,Start,End,Speaker,Text
180,0:18:56,0:18:56,SPEAKER 3, Charlie.
181,0:18:56,0:18:56,SPEAKER 9, Damn it.
182,0:18:56,0:18:56,SPEAKER 1, And.
183,0:18:57,0:19:05,SPEAKER 4," Yeah, it really dies fast.  Those are all those.  If you like quick death of your.  We have them for you. "
184,0:19:06,0:19:06,SPEAKER 1, No.
185,0:19:07,0:19:07,SPEAKER 6, But.
186,0:19:07,0:19:08,SPEAKER 5, Occidental.
187,0:19:09,0:19:09,SPEAKER 1, Uh.
188,0:19:10,0:19:11,BUFFETT, They're doing a lot of good things.
189,0:19:12,0:19:13,SPEAKER 6, Yeah.  They do a lot.
190,0:19:13,0:19:13,SPEAKER 4, Oh.  And the.
191,0:19:15,0:19:15,SPEAKER 6, Yep.
192,0:19:16,0:19:16,SPEAKER 1, There.
193,0:19:16,0:19:17,SPEAKER 4, They they're doing it.  And the profit.
194,0:19:17,0:19:18,SPEAKER 3, But it's.
195,0:19:18,0:19:18,SPEAKER 4, It's a different.
196,0:19:19,0:19:19,SPEAKER 3, Kind of.
197,0:19:19,0:19:20,SPEAKER 1, Yeah.  Yeah.  If you're  going to be.
198,0:19:21,0:19:21,SPEAKER 3, Yeah.  And that's true of almost half the oil produced in the United States.
199,0:19:25,0:19:26,SPEAKER 1, And.
200,0:19:28,0:19:28,SPEAKER 8, There's time.
201,0:19:28,0:19:47,SPEAKER 4, A little down there that nobody knows how to produce.  And they've been working at it for like 50 years.  But they worked at the existing shale production for about 50 years before they figured it out.  And it was weirdly complicated when they finally were able to do it.  There's only one type of sand that works.
202,0:19:47,0:19:49,SPEAKER 3, Can you imagine a horror?
203,0:19:49,0:19:50,SPEAKER 4, The novel.
204,0:19:51,0:19:52,SPEAKER 3, Yeah.
205,0:19:52,0:19:52,SPEAKER 1, Why.
206,0:19:52,0:19:53,BUFFETT, You know that.
207,0:19:54,0:19:55,SPEAKER 3, Maybe a mile a half or something.
208,0:19:56,0:19:58,BUFFETT, It's just so different.
209,0:19:58,0:20:00,SPEAKER 5, Then what you think about.
210,0:20:01,0:20:01,SPEAKER 1," Uh,  I go laterally for three miles.  Two miles down."
211,0:20:05,0:20:05,SPEAKER 6, Yeah.
212,0:20:17,0:20:18,SPEAKER 1,How the hell do you build two or three miles laterally when you're already two or three miles under the earth?  They've mastered a lot of very tricky technology.  Do we only get any oil out of these wells at all? And we love the.  Position with.  The.
213,0:20:20,0:20:21,SPEAKER 3, Yeah.
214,0:20:21,0:20:22,BUFFETT, We love having picky run it.
215,0:20:22,0:20:23,SPEAKER 3, And.
216,0:20:24,0:20:31,SPEAKER 4, They've been.  There's a lot more old down there if anybody can figure out another magic trick.  That's all we need is another magic trick.
217,0:20:32,0:20:33,SPEAKER 3, But.
218,0:20:33,0:20:34,SPEAKER 8, I've said I'll have some other things too.
219,0:20:35,0:20:35,SPEAKER 3, Yes.
220,0:20:35,0:20:36,SPEAKER 1, Yes.  But.
221,0:20:37,0:20:38,SPEAKER 6, But.
222,0:20:38,0:20:38,SPEAKER 1, It.
223,0:20:39,0:20:39,SPEAKER 3, The  price of oil still is.  Incredibly important in terms of the economics of short lived oil.
224,0:20:45,0:20:46,SPEAKER 6, I mean.
225,0:20:46,0:20:47,BUFFETT, No question about that.
226,0:20:48,0:20:50,SPEAKER 1, Uh.  And.  Well.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.
227,0:20:50,0:20:50,SPEAKER 3, I I.
228,0:20:50,0:20:50,SPEAKER 1, I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I don't.
229,0:20:50,0:20:52,SPEAKER 3, If it's.  And we are.  We will incidentally.
230,0:20:53,0:20:53,SPEAKER 1, Uh.
231,0:20:54,0:20:54,SPEAKER 6, You know.
232,0:20:56,0:20:59,SPEAKER 3, There are speculation about us buying control.
233,0:20:59,0:21:00,SPEAKER 6, We're not going to take.
234,0:21:00,0:21:06,BUFFETT," We don't.  We've got the right management money and we can't.  We would know what to do with it and carry with my know,  what to do in oil.  Meeting your buying coal and be like going out and seeking the.  What acquire a cancer or something.  You can't even borrow to expand a coal mine now."
235,0:21:18,0:21:18,SPEAKER 6, It's really.
236,0:21:19,0:21:19,SPEAKER 1, It got very.
237,0:21:20,0:21:20,SPEAKER 4, Unfashionable.
238,0:21:22,0:21:22,SPEAKER 3," Yeah.  And we think frankly some things that are ridiculous and on both sides on both and in both extremes.  I mean, you're  dealing with physics."
239,0:21:34,0:21:35,BUFFETT, You're dealing with them.
240,0:21:35,0:21:35,SPEAKER 4," You know,  it's."
241,0:21:37,0:21:39,SPEAKER 5, The politicization.
242,0:21:40,0:21:40,SPEAKER 1, Of.
243,0:21:41,0:21:56,SPEAKER 3," Of positions on something that's enormously important in terms of energy is just.  Uh, it's just lends itself to.  To demagogues and fundraisers and advisory organizations and everybody inside. "
244,0:21:57,0:21:58,SPEAKER 1, But.  Uh.  And.
245,0:22:00,0:22:02,SPEAKER 8, We will make rational decisions and.
246,0:22:03,0:22:06,SPEAKER 4, We do not think it's un-American to be producing oil.  And there is no.  Oil basin in the United States that compares to the Permian.  In terms of promise.
247,0:22:15,0:22:16,BUFFETT," Yeah, we were lucky. "
248,0:22:17,0:22:19,SPEAKER 5," Well, we didn't know it was there. "
249,0:22:19,0:22:20,BUFFETT, Until.
250,0:22:21,0:22:23,SPEAKER 3," Yeah,  not that many years ago. "
251,0:22:24,0:22:30,SPEAKER 4," It's sort of been used up and they always knew the show was there,  but they thought it was going to stay un-recoverable forever. "
252,0:22:31,0:22:39,SPEAKER 8, The second or third stock I bought was Texas Pacific Land Trust.  And they owned all three million acres down there and they were.
253,0:22:40,0:22:42,SPEAKER 3, They were grazing revenues of 10
254,0:22:42,0:22:48,SPEAKER 8,",000 a year or something like that.  They were sitting on this incredible amount of oil and basically that company. "
255,0:22:49,0:22:55,SPEAKER 3, But it's now actually part of Chevron and went through Texaco and did all kinds of things and and they're still.
256,0:22:56,0:23:00,SPEAKER 8," There's still a Texas Pacific Land Trust,  but a lot of that property is. "
257,0:23:01,0:23:06,SPEAKER 3," Is fee fee owned by by their minerals are owned by by Chevron,  which is some advantage, but it's."
258,0:23:09,0:23:09,SPEAKER 1, Uh.
259,0:23:11,0:23:18,BUFFETT," Well, it's an interesting subject.  I'll put it that way and and we will not be making any offer for control of. "
260,0:23:19,0:23:19,SPEAKER 4," A lot of the number,  but we love the shares we have and we may or may not."
261,0:23:24,0:23:26,SPEAKER 8," Own more in the future,  but but we certainly have warrants on on which we got as part of the original deal on a very substantial amount of stock at around $59 to share and. And the warrants last a long time."
262,0:23:40,0:23:41,BUFFETT, I'm glad we have them.
263,0:23:42,0:23:42,SPEAKER 3," Okay,  station seven."
264,0:23:45,0:23:49,SPEAKER 1," My name is Max.  Joe and from Toronto,  Canada.  I have a question for Charlie regarding statement you made in the past.  You once mentioned that you would prefer to hire someone with IQ of 130 who believes is 120 over someone with IQ of 150 who thinks it's 170.  Understand that you were referring to Elon Musk.  Given the reason why you're here,  the reason success of his ventures such as Tesla,  SpaceX and Starlink.  I'm curious to know.  If you still hold the view that Elon Musk overestimate himself.  Thank you so much. "
265,0:24:36,0:24:44,SPEAKER 4," Well, yes, I think over Elon Musk over estimates himself,  but he has the. "
266,0:24:44,0:24:44,SPEAKER 1," He is very talented.  So, I'm sure he's  over estimating somebody who doesn't need to overestimate to be very talented."
267,0:24:54,0:25:17,SPEAKER 3," There's a Bill Maher program about a week old,  maybe two weeks old, but  but he interviews Elon.  Elon does a terrific job.  Told us all with Bill Maher who it's worth watching and.  And he's a brilliant,  brilliant guy and I would say that.  You know, he might score over 170,  but."
268,0:25:22,0:25:23,SPEAKER 6, But he.
269,0:25:24,0:25:26,BUFFETT," You know, it's. "
270,0:25:27,0:25:30,SPEAKER 3, He he dreams about things and they.
271,0:25:30,0:25:30,SPEAKER 1, They.
272,0:25:31,0:25:33,BUFFETT, His dreams have got a  foundation.
273,0:25:34,0:25:41,SPEAKER 4, You would not have achieved.  What he has in life if he hadn't tried for unreasonably extreme.
274,0:25:42,0:25:42,SPEAKER 6, Object is.
275,0:25:43,0:25:47,SPEAKER 4, He likes taking on the impossible job and doing it.
276,0:25:48,0:25:48,SPEAKER 3, We're different.
277,0:25:49,0:25:52,SPEAKER 4, I weren't.  I are looking for the easy job that we can identify.
278,0:25:53,0:25:54,BUFFETT," Yeah, yeah,  and we can do it playing tic-tac."
279,0:25:56,0:26:00,SPEAKER 5," Oh, we'll do it.  You know, I mean.  We have a de  whole way of going to the whole way."
280,0:26:02,0:26:02,SPEAKER 1, Yeah.
281,0:26:03,0:26:05,SPEAKER 8, But we don't want to compete with the other.  And a lot of things.
282,0:26:06,0:26:09,BUFFETT," I mean, you know, we don't want that much failure. "
283,0:26:09,0:26:10,SPEAKER 6, Yeah.
284,0:26:13,0:26:21,SPEAKER 3," And.  And it takes over your life and I'm in a way that it just doesn't fit us,  but but you know,  they're going to be.  Well, there have been important things done by Elon already and. "
285,0:26:30,0:26:33,BUFFETT, It requires.
286,0:26:33,0:26:39,SPEAKER 4, Kineticism is the word yet is the word.  He.
287,0:26:40,0:26:42,BUFFETT," Well, it isn't quite the word,  but you know, but he.  It is a dedication.   Dissolving the impossible and.  And every now and then they'll do it and.  But it would be torturous. mayor Charlie."
288,0:26:56,0:26:56,SPEAKER 1, And.
289,0:26:58,0:27:00,SPEAKER 5, I just.
290,0:27:00,0:27:12,BUFFETT, I like the way I'm living and I would  enjoy being in his but he would enjoy being in my shoes either.  What's what's the.  Balmora interview.
291,0:27:13,0:27:13,SPEAKER 5," Okay, Becky. "
292,0:27:14,0:27:41,SPEAKER 1," This question comes from Foster Taylor.  At the 2010 Berkshire annual meeting,  you said the one question that you would ask of the Berkshire CEO would be about the distribution of cash to shareholders as the Berkshire cash pile grows larger and larger.  So let me ask that question.  Do you still feel confident of the future prospects for over $100 billion in cash on hand?  Or are we getting closer to cash distributions? "
293,0:27:43,0:27:51,SPEAKER 3, Well.  Are the one thing Berkshire shares are selling for less than we think they're worth.
294,0:27:52,0:27:58,BUFFETT," That's a pretty, it could be a pretty big.  Way that is  distributed cash that the but we'd rather what we really like to do is buy great businesses.  If we could buy a company for 15 billion or 75 billion. 100 billion."
295,0:28:12,0:28:20,SPEAKER 3," We could do it and we can do it in our words.  Good.  It's difficult with a public company because in effect,  if you've been on a company.  You may have to pay for it.  I think the bid and their shareholders vote months later and you're giving an option.  If we're good for it and other guy has a way to. "
296,0:28:34,0:28:40,BUFFETT," Top you or all kinds of thing.  They can get out of it.   You get paid 2% for that or 1% for that.  That is not an appropriate price.  And on the other hand,  Delaware will decide whether  they should do it or not. And that's the way the world is."
297,0:28:53,0:28:53,SPEAKER 1," I mean, that's the way the world is.  I mean, that's the way it is. "
298,0:28:53,0:28:55,BUFFETT," I mean, that's the law. "
299,0:28:55,0:28:55,SPEAKER 5, So it'd  be easier to do with a private company and there aren't very many that are big.
300,0:29:01,0:29:02,SPEAKER 3," On the other hand, there aren't very,  there's nobody else that can quite make a deal like we can under certain under the right service.  And there could be a situation where a bunch of very.  A number of very decent companies have got a very uncomfortable. "
301,0:29:20,0:29:20,SPEAKER 4," Uh,  uh, borrowing structure and."
302,0:29:23,0:29:30,SPEAKER 3," Uh, uh, money comes due to them at the exact wrong time.  And that's when they pick up a phone is that. "
303,0:29:31,0:29:35,BUFFETT," Tiffany and Harley Davidson and you name it.  I mean, a whole bunch of companies. "
304,0:29:35,0:29:36,SPEAKER 1," Uh,  in 2008, that sort of thing will happen again.  Whether whether results in us getting the calls or what the world is exactly at that time."
305,0:29:46,0:29:48,BUFFETT, But the one thing we know is that.
306,0:29:49,0:29:52,SPEAKER 3, That.  The number of phone calls that you can make at a time like that.
307,0:29:53,0:29:56,SPEAKER 4," It's very, very limited at.  And,  and, uh, there can be good companies."
308,0:30:00,0:30:02,BUFFETT," They don't want to sell the company necessarily,  but they may want to, they just may need."
309,0:30:04,0:30:07,SPEAKER 3," Five or 10 or $20 billion,  depending on what company you're talking about.  And, uh,  that can happen."
310,0:30:11,0:30:14,SPEAKER 8," Our own shareholders can be selling the stock to.   But we'll never do anything to make them solid shape and we'll tell them the truth about what the business is.  But if market circumstances result in us being able to buy.  And 50 billion of our own stock will buy it.  Uh, so we'll see what we'll see what the world holds."
